date,product,venue,sales
2023-06-25,Sugar,Mumbai_Store_1,118
2023-06-26,Sugar,Mumbai_Store_1,110
2023-06-27,Sugar,Mumbai_Store_1,118
2023-06-28,Sugar,Mumbai_Store_1,111
2023-06-29,Sugar,Mumbai_Store_1,100
2023-06-30,Sugar,Mumbai_Store_1,113
2023-07-01,Sugar,Mumbai_Store_1,119
2023-07-02,Sugar,Mumbai_Store_1,118
2023-07-03,Sugar,Mumbai_Store_1,92
2023-07-04,Sugar,Mumbai_Store_1,102
2023-07-05,Sugar,Mumbai_Store_1,110
2023-07-06,Sugar,Mumbai_Store_1,103
2023-07-07,Sugar,Mumbai_Store_1,108
2023-07-08,Sugar,Mumbai_Store_1,113
2023-07-09,Sugar,Mumbai_Store_1,125
2023-07-10,Sugar,Mumbai_Store_1,93
2023-07-11,Sugar,Mumbai_Store_1,105
2023-07-12,Sugar,Mumbai_Store_1,97
2023-07-13,Sugar,Mumbai_Store_1,115
2023-07-14,Sugar,Mumbai_Store_1,102
2023-07-15,Sugar,Mumbai_Store_1,110
2023-07-16,Sugar,Mumbai_Store_1,118
2023-07-17,Sugar,Mumbai_Store_1,110
2023-07-18,Sugar,Mumbai_Store_1,113
2023-07-19,Sugar,Mumbai_Store_1,106
2023-07-20,Sugar,Mumbai_Store_1,96
2023-07-21,Sugar,Mumbai_Store_1,114
2023-07-22,Sugar,Mumbai_Store_1,135
2023-07-23,Sugar,Mumbai_Store_1,113
2023-07-24,Sugar,Mumbai_Store_1,113
2023-07-25,Sugar,Mumbai_Store_1,103
2023-07-26,Sugar,Mumbai_Store_1,111
2023-07-27,Sugar,Mumbai_Store_1,119
2023-07-28,Sugar,Mumbai_Store_1,108
2023-07-29,Sugar,Mumbai_Store_1,124
2023-07-30,Sugar,Mumbai_Store_1,116
2023-07-31,Sugar,Mumbai_Store_1,103
2023-08-01,Sugar,Mumbai_Store_1,104
2023-08-02,Sugar,Mumbai_Store_1,99
2023-08-03,Sugar,Mumbai_Store_1,101
2023-08-04,Sugar,Mumbai_Store_1,111
2023-08-05,Sugar,Mumbai_Store_1,113
2023-08-06,Sugar,Mumbai_Store_1,124
2023-08-07,Sugar,Mumbai_Store_1,112
2023-08-08,Sugar,Mumbai_Store_1,106
2023-08-09,Sugar,Mumbai_Store_1,103
2023-08-10,Sugar,Mumbai_Store_1,100
2023-08-11,Sugar,Mumbai_Store_1,105
2023-08-12,Sugar,Mumbai_Store_1,122
2023-08-13,Sugar,Mumbai_Store_1,133
2023-08-14,Sugar,Mumbai_Store_1,116
2023-08-15,Sugar,Mumbai_Store_1,104
2023-08-16,Sugar,Mumbai_Store_1,100
2023-08-17,Sugar,Mumbai_Store_1,106
2023-08-18,Sugar,Mumbai_Store_1,116
2023-08-19,Sugar,Mumbai_Store_1,112
2023-08-20,Sugar,Mumbai_Store_1,113
2023-08-21,Sugar,Mumbai_Store_1,103
2023-08-22,Sugar,Mumbai_Store_1,111
2023-08-23,Sugar,Mumbai_Store_1,100
2023-08-24,Sugar,Mumbai_Store_1,110
2023-08-25,Sugar,Mumbai_Store_1,118
2023-08-26,Sugar,Mumbai_Store_1,124
2023-08-27,Sugar,Mumbai_Store_1,122
2023-08-28,Sugar,Mumbai_Store_1,110
2023-08-29,Sugar,Mumbai_Store_1,105
2023-08-30,Sugar,Mumbai_Store_1,100
2023-08-31,Sugar,Mumbai_Store_1,104
2023-09-01,Sugar,Mumbai_Store_1,94
2023-09-02,Sugar,Mumbai_Store_1,118
2023-09-03,Sugar,Mumbai_Store_1,127
2023-09-04,Sugar,Mumbai_Store_1,98
2023-09-05,Sugar,Mumbai_Store_1,103
2023-09-06,Sugar,Mumbai_Store_1,98
2023-09-07,Sugar,Mumbai_Store_1,99
2023-09-08,Sugar,Mumbai_Store_1,111
2023-09-09,Sugar,Mumbai_Store_1,118
2023-09-10,Sugar,Mumbai_Store_1,129
2023-09-11,Sugar,Mumbai_Store_1,98
2023-09-12,Sugar,Mumbai_Store_1,103
2023-09-13,Sugar,Mumbai_Store_1,111
2023-09-14,Sugar,Mumbai_Store_1,96
2023-09-15,Sugar,Mumbai_Store_1,97
2023-09-16,Sugar,Mumbai_Store_1,116
2023-09-17,Sugar,Mumbai_Store_1,126
2023-09-18,Sugar,Mumbai_Store_1,110
2023-09-19,Sugar,Mumbai_Store_1,112
2023-09-20,Sugar,Mumbai_Store_1,112
2023-09-21,Sugar,Mumbai_Store_1,105
2023-09-22,Sugar,Mumbai_Store_1,95
2023-09-23,Sugar,Mumbai_Store_1,123
2023-09-24,Sugar,Mumbai_Store_1,110
2023-09-25,Sugar,Mumbai_Store_1,106
2023-09-26,Sugar,Mumbai_Store_1,112
2023-09-27,Sugar,Mumbai_Store_1,105
2023-09-28,Sugar,Mumbai_Store_1,111
2023-09-29,Sugar,Mumbai_Store_1,105
2023-09-30,Sugar,Mumbai_Store_1,112
2023-10-01,Sugar,Mumbai_Store_1,151
2023-10-02,Sugar,Mumbai_Store_1,135
2023-10-03,Sugar,Mumbai_Store_1,127
2023-10-04,Sugar,Mumbai_Store_1,133
2023-10-05,Sugar,Mumbai_Store_1,133
2023-10-06,Sugar,Mumbai_Store_1,128
2023-10-07,Sugar,Mumbai_Store_1,146
2023-10-08,Sugar,Mumbai_Store_1,135
2023-10-09,Sugar,Mumbai_Store_1,135
2023-10-10,Sugar,Mumbai_Store_1,128
2023-10-11,Sugar,Mumbai_Store_1,125
2023-10-12,Sugar,Mumbai_Store_1,135
2023-10-13,Sugar,Mumbai_Store_1,133
2023-10-14,Sugar,Mumbai_Store_1,141
2023-10-15,Sugar,Mumbai_Store_1,153
2023-10-16,Sugar,Mumbai_Store_1,141
2023-10-17,Sugar,Mumbai_Store_1,131
2023-10-18,Sugar,Mumbai_Store_1,139
2023-10-19,Sugar,Mumbai_Store_1,128
2023-10-20,Sugar,Mumbai_Store_1,140
2023-10-21,Sugar,Mumbai_Store_1,152
2023-10-22,Sugar,Mumbai_Store_1,143
2023-10-23,Sugar,Mumbai_Store_1,143
2023-10-24,Sugar,Mumbai_Store_1,142
2023-10-25,Sugar,Mumbai_Store_1,138
2023-10-26,Sugar,Mumbai_Store_1,138
2023-10-27,Sugar,Mumbai_Store_1,137
2023-10-28,Sugar,Mumbai_Store_1,141
2023-10-29,Sugar,Mumbai_Store_1,142
2023-10-30,Sugar,Mumbai_Store_1,141
2023-10-31,Sugar,Mumbai_Store_1,124
2023-11-01,Sugar,Mumbai_Store_1,144
2023-11-02,Sugar,Mumbai_Store_1,134
2023-11-03,Sugar,Mumbai_Store_1,127
2023-11-04,Sugar,Mumbai_Store_1,153
2023-11-05,Sugar,Mumbai_Store_1,138
2023-11-06,Sugar,Mumbai_Store_1,125
2023-11-07,Sugar,Mumbai_Store_1,130
2023-11-08,Sugar,Mumbai_Store_1,132
2023-11-09,Sugar,Mumbai_Store_1,132
2023-11-10,Sugar,Mumbai_Store_1,134
2023-11-11,Sugar,Mumbai_Store_1,143
2023-11-12,Sugar,Mumbai_Store_1,139
2023-11-13,Sugar,Mumbai_Store_1,123
2023-11-14,Sugar,Mumbai_Store_1,128
2023-11-15,Sugar,Mumbai_Store_1,133
2023-11-16,Sugar,Mumbai_Store_1,122
2023-11-17,Sugar,Mumbai_Store_1,134
2023-11-18,Sugar,Mumbai_Store_1,139
2023-11-19,Sugar,Mumbai_Store_1,150
2023-11-20,Sugar,Mumbai_Store_1,138
2023-11-21,Sugar,Mumbai_Store_1,133
2023-11-22,Sugar,Mumbai_Store_1,136
2023-11-23,Sugar,Mumbai_Store_1,144
2023-11-24,Sugar,Mumbai_Store_1,141
2023-11-25,Sugar,Mumbai_Store_1,143
2023-11-26,Sugar,Mumbai_Store_1,155
2023-11-27,Sugar,Mumbai_Store_1,144
2023-11-28,Sugar,Mumbai_Store_1,138
2023-11-29,Sugar,Mumbai_Store_1,126
2023-11-30,Sugar,Mumbai_Store_1,130
2023-12-01,Sugar,Mumbai_Store_1,129
2023-12-02,Sugar,Mumbai_Store_1,139
2023-12-03,Sugar,Mumbai_Store_1,140
2023-12-04,Sugar,Mumbai_Store_1,130
2023-12-05,Sugar,Mumbai_Store_1,127
2023-12-06,Sugar,Mumbai_Store_1,134
2023-12-07,Sugar,Mumbai_Store_1,133
2023-12-08,Sugar,Mumbai_Store_1,126
2023-12-09,Sugar,Mumbai_Store_1,141
2023-12-10,Sugar,Mumbai_Store_1,144
2023-12-11,Sugar,Mumbai_Store_1,126
2023-12-12,Sugar,Mumbai_Store_1,132
2023-12-13,Sugar,Mumbai_Store_1,135
2023-12-14,Sugar,Mumbai_Store_1,138
2023-12-15,Sugar,Mumbai_Store_1,133
2023-12-16,Sugar,Mumbai_Store_1,142
2023-12-17,Sugar,Mumbai_Store_1,141
2023-12-18,Sugar,Mumbai_Store_1,127
2023-12-19,Sugar,Mumbai_Store_1,142
2023-12-20,Sugar,Mumbai_Store_1,132
2023-12-21,Sugar,Mumbai_Store_1,133
2023-12-22,Sugar,Mumbai_Store_1,121
2023-12-23,Sugar,Mumbai_Store_1,140
2023-12-24,Sugar,Mumbai_Store_1,156
2023-12-25,Sugar,Mumbai_Store_1,131
2023-12-26,Sugar,Mumbai_Store_1,131
2023-12-27,Sugar,Mumbai_Store_1,127
2023-12-28,Sugar,Mumbai_Store_1,126
2023-12-29,Sugar,Mumbai_Store_1,135
2023-12-30,Sugar,Mumbai_Store_1,143
2023-12-31,Sugar,Mumbai_Store_1,144
2023-01-01,Oil,Mumbai_Store_1,109
2023-01-02,Oil,Mumbai_Store_1,90
2023-01-03,Oil,Mumbai_Store_1,98
2023-01-04,Oil,Mumbai_Store_1,97
2023-01-05,Oil,Mumbai_Store_1,98
2023-01-06,Oil,Mumbai_Store_1,97
2023-01-07,Oil,Mumbai_Store_1,98
2023-01-08,Oil,Mumbai_Store_1,97
2023-01-09,Oil,Mumbai_Store_1,100
2023-01-10,Oil,Mumbai_Store_1,104
2023-01-11,Oil,Mumbai_Store_1,98
2023-01-12,Oil,Mumbai_Store_1,88
2023-01-13,Oil,Mumbai_Store_1,105
2023-01-14,Oil,Mumbai_Store_1,101
2023-01-15,Oil,Mumbai_Store_1,111
2023-01-16,Oil,Mumbai_Store_1,82
2023-01-17,Oil,Mumbai_Store_1,98
2023-01-18,Oil,Mumbai_Store_1,93
2023-01-19,Oil,Mumbai_Store_1,102
2023-01-20,Oil,Mumbai_Store_1,95
2023-01-21,Oil,Mumbai_Store_1,102
2023-01-22,Oil,Mumbai_Store_1,118
2023-01-23,Oil,Mumbai_Store_1,85
2023-01-24,Oil,Mumbai_Store_1,88
2023-01-25,Oil,Mumbai_Store_1,80
2023-01-26,Oil,Mumbai_Store_1,89
2023-01-27,Oil,Mumbai_Store_1,89
2023-01-28,Oil,Mumbai_Store_1,115
2023-01-29,Oil,Mumbai_Store_1,102
2023-01-30,Oil,Mumbai_Store_1,103
2023-01-31,Oil,Mumbai_Store_1,88
2023-02-01,Oil,Mumbai_Store_1,90
2023-02-02,Oil,Mumbai_Store_1,84
2023-02-03,Oil,Mumbai_Store_1,97
2023-02-04,Oil,Mumbai_Store_1,106
2023-02-05,Oil,Mumbai_Store_1,108
2023-02-06,Oil,Mumbai_Store_1,91
2023-02-07,Oil,Mumbai_Store_1,83
2023-02-08,Oil,Mumbai_Store_1,98
2023-02-09,Oil,Mumbai_Store_1,95
2023-02-10,Oil,Mumbai_Store_1,82
2023-02-11,Oil,Mumbai_Store_1,101
2023-02-12,Oil,Mumbai_Store_1,104
2023-02-13,Oil,Mumbai_Store_1,86
2023-02-14,Oil,Mumbai_Store_1,79
2023-02-15,Oil,Mumbai_Store_1,96
2023-02-16,Oil,Mumbai_Store_1,106
2023-02-17,Oil,Mumbai_Store_1,98
2023-02-18,Oil,Mumbai_Store_1,104
2023-02-19,Oil,Mumbai_Store_1,115
2023-02-20,Oil,Mumbai_Store_1,90
2023-02-21,Oil,Mumbai_Store_1,83
2023-02-22,Oil,Mumbai_Store_1,95
2023-02-23,Oil,Mumbai_Store_1,82
2023-02-24,Oil,Mumbai_Store_1,96
2023-02-25,Oil,Mumbai_Store_1,105
2023-02-26,Oil,Mumbai_Store_1,99
2023-02-27,Oil,Mumbai_Store_1,97
2023-02-28,Oil,Mumbai_Store_1,98
2023-03-01,Oil,Mumbai_Store_1,98
2023-03-02,Oil,Mumbai_Store_1,88
2023-03-03,Oil,Mumbai_Store_1,92
2023-03-04,Oil,Mumbai_Store_1,107
2023-03-05,Oil,Mumbai_Store_1,100
2023-03-06,Oil,Mumbai_Store_1,87
2023-03-07,Oil,Mumbai_Store_1,104
2023-03-08,Oil,Mumbai_Store_1,98
2023-03-09,Oil,Mumbai_Store_1,100
2023-03-10,Oil,Mumbai_Store_1,86
2023-03-11,Oil,Mumbai_Store_1,106
2023-03-12,Oil,Mumbai_Store_1,111
2023-03-13,Oil,Mumbai_Store_1,96
2023-03-14,Oil,Mumbai_Store_1,99
2023-03-15,Oil,Mumbai_Store_1,89
2023-03-16,Oil,Mumbai_Store_1,93
2023-03-17,Oil,Mumbai_Store_1,99
2023-03-18,Oil,Mumbai_Store_1,111
2023-03-19,Oil,Mumbai_Store_1,111
2023-03-20,Oil,Mumbai_Store_1,84
2023-03-21,Oil,Mumbai_Store_1,86
2023-03-22,Oil,Mumbai_Store_1,82
2023-03-23,Oil,Mumbai_Store_1,92
2023-03-24,Oil,Mumbai_Store_1,97
2023-03-25,Oil,Mumbai_Store_1,97
2023-03-26,Oil,Mumbai_Store_1,106
2023-03-27,Oil,Mumbai_Store_1,101
2023-03-28,Oil,Mumbai_Store_1,89
2023-03-29,Oil,Mumbai_Store_1,90
2023-03-30,Oil,Mumbai_Store_1,99
2023-03-31,Oil,Mumbai_Store_1,87
2023-04-01,Oil,Mumbai_Store_1,116
2023-04-02,Oil,Mumbai_Store_1,100
2023-04-03,Oil,Mumbai_Store_1,96
2023-04-04,Oil,Mumbai_Store_1,95
2023-04-05,Oil,Mumbai_Store_1,83
2023-04-06,Oil,Mumbai_Store_1,106
2023-04-07,Oil,Mumbai_Store_1,101
2023-04-08,Oil,Mumbai_Store_1,110
2023-04-09,Oil,Mumbai_Store_1,112
2023-04-10,Oil,Mumbai_Store_1,106
2023-04-11,Oil,Mumbai_Store_1,97
2023-04-12,Oil,Mumbai_Store_1,90
2023-04-13,Oil,Mumbai_Store_1,87
2023-04-14,Oil,Mumbai_Store_1,89
2023-04-15,Oil,Mumbai_Store_1,116
2023-04-16,Oil,Mumbai_Store_1,113
2023-04-17,Oil,Mumbai_Store_1,97
2023-04-18,Oil,Mumbai_Store_1,93
2023-04-19,Oil,Mumbai_Store_1,100
2023-04-20,Oil,Mumbai_Store_1,87
2023-04-21,Oil,Mumbai_Store_1,102
2023-04-22,Oil,Mumbai_Store_1,104
2023-04-23,Oil,Mumbai_Store_1,106
2023-04-24,Oil,Mumbai_Store_1,95
2023-04-25,Oil,Mumbai_Store_1,86
2023-04-26,Oil,Mumbai_Store_1,102
2023-04-27,Oil,Mumbai_Store_1,85
2023-04-28,Oil,Mumbai_Store_1,97
2023-04-29,Oil,Mumbai_Store_1,110
2023-04-30,Oil,Mumbai_Store_1,106
2023-05-01,Oil,Mumbai_Store_1,97
2023-05-02,Oil,Mumbai_Store_1,95
2023-05-03,Oil,Mumbai_Store_1,94
2023-05-04,Oil,Mumbai_Store_1,88
2023-05-05,Oil,Mumbai_Store_1,95
2023-05-06,Oil,Mumbai_Store_1,113
2023-05-07,Oil,Mumbai_Store_1,110
2023-05-08,Oil,Mumbai_Store_1,102
2023-05-09,Oil,Mumbai_Store_1,91
2023-05-10,Oil,Mumbai_Store_1,81
2023-05-11,Oil,Mumbai_Store_1,90
2023-05-12,Oil,Mumbai_Store_1,83
2023-05-13,Oil,Mumbai_Store_1,112
2023-05-14,Oil,Mumbai_Store_1,113
2023-05-15,Oil,Mumbai_Store_1,90
2023-05-16,Oil,Mumbai_Store_1,87
2023-05-17,Oil,Mumbai_Store_1,84
2023-05-18,Oil,Mumbai_Store_1,87
2023-05-19,Oil,Mumbai_Store_1,88
2023-05-20,Oil,Mumbai_Store_1,110
2023-05-21,Oil,Mumbai_Store_1,101
2023-05-22,Oil,Mumbai_Store_1,88
2023-05-23,Oil,Mumbai_Store_1,93
2023-05-24,Oil,Mumbai_Store_1,93
2023-05-25,Oil,Mumbai_Store_1,85
2023-05-26,Oil,Mumbai_Store_1,86
2023-05-27,Oil,Mumbai_Store_1,104
2023-05-28,Oil,Mumbai_Store_1,114
2023-05-29,Oil,Mumbai_Store_1,81
2023-05-30,Oil,Mumbai_Store_1,98
2023-05-31,Oil,Mumbai_Store_1,94
2023-06-01,Oil,Mumbai_Store_1,87
2023-06-02,Oil,Mumbai_Store_1,92
2023-06-03,Oil,Mumbai_Store_1,114
2023-06-04,Oil,Mumbai_Store_1,104
2023-06-05,Oil,Mumbai_Store_1,85
2023-06-06,Oil,Mumbai_Store_1,103
2023-06-07,Oil,Mumbai_Store_1,95
2023-06-08,Oil,Mumbai_Store_1,101
2023-06-09,Oil,Mumbai_Store_1,105
2023-06-10,Oil,Mumbai_Store_1,116
2023-06-11,Oil,Mumbai_Store_1,112
2023-06-12,Oil,Mumbai_Store_1,89
2023-06-13,Oil,Mumbai_Store_1,101
2023-06-14,Oil,Mumbai_Store_1,97
2023-06-15,Oil,Mumbai_Store_1,95
2023-06-16,Oil,Mumbai_Store_1,98
2023-06-17,Oil,Mumbai_Store_1,103
2023-06-18,Oil,Mumbai_Store_1,102
2023-06-19,Oil,Mumbai_Store_1,96
2023-06-20,Oil,Mumbai_Store_1,93
2023-06-21,Oil,Mumbai_Store_1,103
2023-06-22,Oil,Mumbai_Store_1,88
2023-06-23,Oil,Mumbai_Store_1,90
2023-06-24,Oil,Mumbai_Store_1,116
2023-06-25,Oil,Mumbai_Store_1,119
2023-06-26,Oil,Mumbai_Store_1,101
2023-06-27,Oil,Mumbai_Store_1,84
2023-06-28,Oil,Mumbai_Store_1,103
2023-06-29,Oil,Mumbai_Store_1,92
2023-06-30,Oil,Mumbai_Store_1,91
2023-07-01,Oil,Mumbai_Store_1,112
2023-07-02,Oil,Mumbai_Store_1,96
2023-07-03,Oil,Mumbai_Store_1,88
2023-07-04,Oil,Mumbai_Store_1,93
2023-07-05,Oil,Mumbai_Store_1,83
2023-07-06,Oil,Mumbai_Store_1,95
2023-07-07,Oil,Mumbai_Store_1,93
2023-07-08,Oil,Mumbai_Store_1,115
2023-07-09,Oil,Mumbai_Store_1,116
2023-07-10,Oil,Mumbai_Store_1,92
2023-07-11,Oil,Mumbai_Store_1,83
2023-07-12,Oil,Mumbai_Store_1,87
2023-07-13,Oil,Mumbai_Store_1,94
2023-07-14,Oil,Mumbai_Store_1,93
2023-07-15,Oil,Mumbai_Store_1,101
2023-07-16,Oil,Mumbai_Store_1,105
2023-07-17,Oil,Mumbai_Store_1,90
2023-07-18,Oil,Mumbai_Store_1,91
2023-07-19,Oil,Mumbai_Store_1,100
2023-07-20,Oil,Mumbai_Store_1,101
2023-07-21,Oil,Mumbai_Store_1,88
2023-07-22,Oil,Mumbai_Store_1,103
2023-07-23,Oil,Mumbai_Store_1,115
2023-07-24,Oil,Mumbai_Store_1,89
2023-07-25,Oil,Mumbai_Store_1,94
2023-07-26,Oil,Mumbai_Store_1,94
2023-07-27,Oil,Mumbai_Store_1,98
2023-07-28,Oil,Mumbai_Store_1,93
2023-07-29,Oil,Mumbai_Store_1,107
2023-07-30,Oil,Mumbai_Store_1,101
2023-07-31,Oil,Mumbai_Store_1,88
2023-08-01,Oil,Mumbai_Store_1,92
2023-08-02,Oil,Mumbai_Store_1,94
2023-08-03,Oil,Mumbai_Store_1,82
2023-08-04,Oil,Mumbai_Store_1,97
2023-08-05,Oil,Mumbai_Store_1,107
2023-08-06,Oil,Mumbai_Store_1,109
2023-08-07,Oil,Mumbai_Store_1,92
2023-08-08,Oil,Mumbai_Store_1,83
2023-08-09,Oil,Mumbai_Store_1,86
2023-08-10,Oil,Mumbai_Store_1,94
2023-08-11,Oil,Mumbai_Store_1,91
2023-08-12,Oil,Mumbai_Store_1,97
2023-08-13,Oil,Mumbai_Store_1,106
2023-08-14,Oil,Mumbai_Store_1,99
2023-08-15,Oil,Mumbai_Store_1,100
2023-08-16,Oil,Mumbai_Store_1,92
2023-08-17,Oil,Mumbai_Store_1,94
2023-08-18,Oil,Mumbai_Store_1,92
2023-08-19,Oil,Mumbai_Store_1,106
2023-08-20,Oil,Mumbai_Store_1,100
2023-08-21,Oil,Mumbai_Store_1,98
2023-08-22,Oil,Mumbai_Store_1,101
2023-08-23,Oil,Mumbai_Store_1,89
2023-08-24,Oil,Mumbai_Store_1,86
2023-08-25,Oil,Mumbai_Store_1,100
2023-08-26,Oil,Mumbai_Store_1,120
2023-08-27,Oil,Mumbai_Store_1,112
2023-08-28,Oil,Mumbai_Store_1,91
2023-08-29,Oil,Mumbai_Store_1,84
2023-08-30,Oil,Mumbai_Store_1,104
2023-08-31,Oil,Mumbai_Store_1,94
2023-09-01,Oil,Mumbai_Store_1,95
2023-09-02,Oil,Mumbai_Store_1,110
2023-09-03,Oil,Mumbai_Store_1,111
2023-09-04,Oil,Mumbai_Store_1,84
2023-09-05,Oil,Mumbai_Store_1,90
2023-09-06,Oil,Mumbai_Store_1,85
2023-09-07,Oil,Mumbai_Store_1,88
2023-09-08,Oil,Mumbai_Store_1,94
2023-09-09,Oil,Mumbai_Store_1,103
2023-09-10,Oil,Mumbai_Store_1,99
2023-09-11,Oil,Mumbai_Store_1,94
2023-09-12,Oil,Mumbai_Store_1,85
2023-09-13,Oil,Mumbai_Store_1,91
2023-09-14,Oil,Mumbai_Store_1,89
2023-09-15,Oil,Mumbai_Store_1,89
2023-09-16,Oil,Mumbai_Store_1,96
2023-09-17,Oil,Mumbai_Store_1,112
2023-09-18,Oil,Mumbai_Store_1,99
2023-09-19,Oil,Mumbai_Store_1,91
2023-09-20,Oil,Mumbai_Store_1,94
2023-09-21,Oil,Mumbai_Store_1,90
2023-09-22,Oil,Mumbai_Store_1,99
2023-09-23,Oil,Mumbai_Store_1,109
2023-09-24,Oil,Mumbai_Store_1,102
2023-09-25,Oil,Mumbai_Store_1,96
2023-09-26,Oil,Mumbai_Store_1,96
2023-09-27,Oil,Mumbai_Store_1,90
2023-09-28,Oil,Mumbai_Store_1,93
2023-09-29,Oil,Mumbai_Store_1,93
2023-09-30,Oil,Mumbai_Store_1,97
2023-10-01,Oil,Mumbai_Store_1,138
2023-10-02,Oil,Mumbai_Store_1,116
2023-10-03,Oil,Mumbai_Store_1,126
2023-10-04,Oil,Mumbai_Store_1,118
2023-10-05,Oil,Mumbai_Store_1,121
2023-10-06,Oil,Mumbai_Store_1,111
2023-10-07,Oil,Mumbai_Store_1,146
2023-10-08,Oil,Mumbai_Store_1,136
2023-10-09,Oil,Mumbai_Store_1,105
2023-10-10,Oil,Mumbai_Store_1,110
2023-10-11,Oil,Mumbai_Store_1,127
2023-10-12,Oil,Mumbai_Store_1,121
2023-10-13,Oil,Mumbai_Store_1,114
2023-10-14,Oil,Mumbai_Store_1,145
2023-10-15,Oil,Mumbai_Store_1,134
2023-10-16,Oil,Mumbai_Store_1,116
2023-10-17,Oil,Mumbai_Store_1,115
2023-10-18,Oil,Mumbai_Store_1,121
2023-10-19,Oil,Mumbai_Store_1,119
2023-10-20,Oil,Mumbai_Store_1,115
2023-10-21,Oil,Mumbai_Store_1,128
2023-10-22,Oil,Mumbai_Store_1,134
2023-10-23,Oil,Mumbai_Store_1,123
2023-10-24,Oil,Mumbai_Store_1,114
2023-10-25,Oil,Mumbai_Store_1,130
2023-10-26,Oil,Mumbai_Store_1,112
2023-10-27,Oil,Mumbai_Store_1,117
2023-10-28,Oil,Mumbai_Store_1,120
2023-10-29,Oil,Mumbai_Store_1,133
2023-10-30,Oil,Mumbai_Store_1,120
2023-10-31,Oil,Mumbai_Store_1,111
2023-11-01,Oil,Mumbai_Store_1,120
2023-11-02,Oil,Mumbai_Store_1,114
2023-11-03,Oil,Mumbai_Store_1,118
2023-11-04,Oil,Mumbai_Store_1,135
2023-11-05,Oil,Mumbai_Store_1,138
2023-11-06,Oil,Mumbai_Store_1,126
2023-11-07,Oil,Mumbai_Store_1,123
2023-11-08,Oil,Mumbai_Store_1,117
2023-11-09,Oil,Mumbai_Store_1,111
2023-11-10,Oil,Mumbai_Store_1,117
2023-11-11,Oil,Mumbai_Store_1,135
2023-11-12,Oil,Mumbai_Store_1,126
2023-11-13,Oil,Mumbai_Store_1,116
2023-11-14,Oil,Mumbai_Store_1,116
2023-11-15,Oil,Mumbai_Store_1,115
2023-11-16,Oil,Mumbai_Store_1,115
2023-11-17,Oil,Mumbai_Store_1,107
2023-11-18,Oil,Mumbai_Store_1,127
2023-11-19,Oil,Mumbai_Store_1,125
2023-11-20,Oil,Mumbai_Store_1,109
2023-11-21,Oil,Mumbai_Store_1,127
2023-11-22,Oil,Mumbai_Store_1,108
2023-11-23,Oil,Mumbai_Store_1,126
2023-11-24,Oil,Mumbai_Store_1,117
2023-11-25,Oil,Mumbai_Store_1,139
2023-11-26,Oil,Mumbai_Store_1,142
2023-11-27,Oil,Mumbai_Store_1,124
2023-11-28,Oil,Mumbai_Store_1,105
2023-11-29,Oil,Mumbai_Store_1,113
2023-11-30,Oil,Mumbai_Store_1,119
2023-12-01,Oil,Mumbai_Store_1,129
2023-12-02,Oil,Mumbai_Store_1,136
2023-12-03,Oil,Mumbai_Store_1,131
2023-12-04,Oil,Mumbai_Store_1,104
2023-12-05,Oil,Mumbai_Store_1,112
2023-12-06,Oil,Mumbai_Store_1,124
2023-12-07,Oil,Mumbai_Store_1,111
2023-12-08,Oil,Mumbai_Store_1,121
2023-12-09,Oil,Mumbai_Store_1,141
2023-12-10,Oil,Mumbai_Store_1,130
2023-12-11,Oil,Mumbai_Store_1,124
2023-12-12,Oil,Mumbai_Store_1,122
2023-12-13,Oil,Mumbai_Store_1,124
2023-12-14,Oil,Mumbai_Store_1,119
2023-12-15,Oil,Mumbai_Store_1,115
2023-12-16,Oil,Mumbai_Store_1,135
2023-12-17,Oil,Mumbai_Store_1,131
2023-12-18,Oil,Mumbai_Store_1,119
2023-12-19,Oil,Mumbai_Store_1,130
2023-12-20,Oil,Mumbai_Store_1,114
2023-12-21,Oil,Mumbai_Store_1,125
2023-12-22,Oil,Mumbai_Store_1,125
2023-12-23,Oil,Mumbai_Store_1,131
2023-12-24,Oil,Mumbai_Store_1,135
2023-12-25,Oil,Mumbai_Store_1,108
2023-12-26,Oil,Mumbai_Store_1,113
2023-12-27,Oil,Mumbai_Store_1,114
2023-12-28,Oil,Mumbai_Store_1,112
2023-12-29,Oil,Mumbai_Store_1,116
2023-12-30,Oil,Mumbai_Store_1,122
2023-12-31,Oil,Mumbai_Store_1,141
2023-01-01,Milk,Mumbai_Store_2,181
2023-01-02,Milk,Mumbai_Store_2,166
2023-01-03,Milk,Mumbai_Store_2,159
2023-01-04,Milk,Mumbai_Store_2,166
2023-01-05,Milk,Mumbai_Store_2,162
2023-01-06,Milk,Mumbai_Store_2,159
2023-01-07,Milk,Mumbai_Store_2,186
2023-01-08,Milk,Mumbai_Store_2,188
2023-01-09,Milk,Mumbai_Store_2,167
2023-01-10,Milk,Mumbai_Store_2,166
2023-01-11,Milk,Mumbai_Store_2,171
2023-01-12,Milk,Mumbai_Store_2,172
2023-01-13,Milk,Mumbai_Store_2,160
2023-01-14,Milk,Mumbai_Store_2,186
2023-01-15,Milk,Mumbai_Store_2,182
2023-01-16,Milk,Mumbai_Store_2,171
2023-01-17,Milk,Mumbai_Store_2,170
2023-01-18,Milk,Mumbai_Store_2,159
2023-01-19,Milk,Mumbai_Store_2,172
2023-01-20,Milk,Mumbai_Store_2,157
